recording_num	first_language	origin_city	origin_country	Age	Gender	Experience	classification	file_name	language_symbol	date_added
330	english	augusta	usa	18	female	0	naturalistic	english330.mov	eng	8/11/2009 16:29
331	english	perth	australia	28	female	0	naturalistic	english331.mov	eng	8/13/2009 20:25
332	english	baltimore	usa	20	female	0	naturalistic	english332.mov	eng	9/6/2009 22:37
333	english	spokane	usa	32	female	0	naturalistic	english333.mov	eng	9/22/2009 15:50
334	english	derby	uk	18	female	0	naturalistic	english334.mov	eng	9/23/2009 13:37
335	english	washington	usa	6	male	0	naturalistic	english335.mov	eng	9/27/2009 10:19
336	english	baltimore	usa	46	female	0	naturalistic	english336.mov	eng	9/30/2009 9:57
337	english	jersey city	usa	84	female	0	naturalistic	english337.mov	eng	10/12/2009 23:05
338	english	sydney	australia	53	female	0	naturalistic	english338.mov	eng	10/12/2009 23:08
339	english	chicago	usa	54	male	0	naturalistic	english339.mov	eng	10/12/2009 23:12
340	english	charleston	usa	19	male	0	naturalistic	english340.mov	eng	10/19/2009 22:09
341	english	new york	usa	23	female	0	naturalistic	english341.mov	eng	10/27/2009 15:55
342	english	kansas city	usa	33	male	0	naturalistic	english342.mov	eng	10/30/2009 17:51
343	english	portland	usa	23	male	0	naturalistic	english343.mov	eng	11/11/2009 21:24
344	english	lumberton	usa	19	female	0	naturalistic	english344.mov	eng	12/13/2009 10:35
345	english	kansas city	usa	20	male	0	naturalistic	english345.mov	eng	12/14/2009 21:22
346	english	east hartford	usa	60	male	0	naturalistic	english346.mov	eng	12/22/2009 14:34
347	english	burnsville	usa	22	female	0	naturalistic	english347.mov	eng	12/23/2009 20:21
348	english	las pinas	philippines	20	female	0	naturalistic	english348.mov	eng	12/25/2009 9:56
349	english	warrenton	usa	24	female	0	naturalistic	english349.mov	eng	12/30/2009 15:17
350	english	polesworth	uk	18	female	0	naturalistic	english350.mov	eng	1/4/2010 13:31
351	english	carthage	usa	37	male	0	naturalistic	english351.mov	eng	1/5/2010 15:06
352	english	singapore	singapore	25	male	0	naturalistic	english352.mov	eng	1/21/2010 11:40
353	english	saskatoon	canada	18	male	0	naturalistic	english353.mov	eng	2/20/2010 21:01
354	english	christchurch	new zealand	23	female	0	naturalistic	english354.mov	eng	3/11/2010 9:35
355	english	los angeles	usa	19	male	0	naturalistic	english355.mov	eng	3/26/2010 20:50
356	english	morden	canada	23	female	0	naturalistic	english356.mov	eng	3/27/2010 10:06
357	english	alto	usa	24	male	0	naturalistic	english357.mov	eng	4/11/2010 20:42
358	english	fredericton	canada	19	male	0	naturalistic	english358.mov	eng	4/11/2010 22:19
359	english	sackville	canada	32	male	0	naturalistic	english359.mov	eng	4/25/2010 16:56
360	english	erie	usa	19	female	0	naturalistic	english360.mov	eng	4/26/2010 20:51
361	english	burnsville	usa	20	female	0	naturalistic	english361.mov	eng	5/10/2010 11:19
362	english	cork	ireland	21	male	0	naturalistic	english362.mov	eng	5/18/2010 23:32
363	english	castle donington	uk	20	male	0	naturalistic	english363.mov	eng	6/1/2010 13:10
364	english	sydney	australia	28	female	0	naturalistic	english364.mov	eng	6/1/2010 13:12
365	english	oxford	uk	52	male	0	naturalistic	english365.mov	eng	6/1/2010 17:53
366	english	bournesmouth	uk	25	female	0	naturalistic	english366.mov	eng	6/1/2010 17:57
367	english	birkenhead	uk	25	female	0	naturalistic	english367.mov	eng	6/2/2010 10:21
368	english	strattford-on-avon	uk	43	male	0	naturalistic	english368.mov	eng	6/2/2010 10:25
369	english	mcminnville	usa	27	male	0	naturalistic	english369.mov	eng	6/8/2010 22:23
370	english	pondicherry	india	22	male	0	naturalistic	english370.mov	eng	6/25/2010 20:49
371	english	colorado springs	usa	27	female	0	naturalistic	english371.mov	eng	7/1/2010 18:20
372	english	christiansburg	usa	80	male	0	naturalistic	english372.mov	eng	7/26/2010 22:13
373	english	russellville	usa	22	male	0	naturalistic	english373.mov	eng	7/30/2010 10:19
374	english	milford haven	uk	36	male	0	naturalistic	english374.mov	eng	9/9/2011 9:41
375	english	manchester	usa	28	male	0	naturalistic	english375.mov	eng	8/19/2010 16:57
376	english	pasadena	usa	46	male	0	naturalistic	english376.mov	eng	8/27/2010 16:41
377	english	trenton	usa	32	female	0	naturalistic	english377.mov	eng	9/4/2010 11:16
378	english	silver spring	usa	38	female	0	naturalistic	english378.mov	eng	9/4/2010 11:19
379	english	summit	usa	43	male	0	naturalistic	english379.mov	eng	9/4/2010 11:21
380	english	roanoke	usa	34	female	0	naturalistic	english380.mov	eng	9/4/2010 11:24
381	english	pike county	usa	85	male	0	naturalistic	english381.mov	eng	9/4/2010 11:26
382	english	arlington	usa	34	male	0	naturalistic	english382.mov	eng	9/4/2010 11:29
383	english	washington	usa	32	female	0	naturalistic	english383.mov	eng	9/4/2010 11:31
384	english	williamson	usa	57	male	0	naturalistic	english384.mov	eng	9/4/2010 12:09
385	english	mcveigh	usa	77	female	0	naturalistic	english385.mov	eng	9/4/2010 11:35
386	english	los angeles	usa	56	female	0	naturalistic	english386.mov	eng	9/4/2010 12:03
387	english	lancaster	usa	21	female	0	naturalistic	english387.mov	eng	9/4/2010 12:04
388	english	bluefield	usa	70	female	0	naturalistic	english388.mov	eng	9/4/2010 16:11
389	english	aldie	usa	71	female	0	naturalistic	english389.mov	eng	9/4/2010 12:11
390	english	milwaukee	usa	74	male	0	naturalistic	english390.mov	eng	9/4/2010 16:13
391	english	milton	usa	84	female	0	naturalistic	english391.mov	eng	9/4/2010 16:15
392	english	warrenton	usa	62	male	0	naturalistic	english392.mov	eng	9/4/2010 16:17
393	english	washington	usa	58	female	0	naturalistic	english393.mov	eng	9/4/2010 12:22
394	english	aiken	usa	82	female	0	naturalistic	english394.mov	eng	9/4/2010 12:45
395	english	alexandria	usa	39	male	0	naturalistic	english395.mov	eng	9/4/2010 12:47
396	english	orange	usa	48	female	0	naturalistic	english396.mov	eng	9/4/2010 14:18
397	english	wadesboro	usa	76	female	0	naturalistic	english397.mov	eng	9/4/2010 14:20
398	english	salisbury	usa	83	female	0	naturalistic	english398.mov	eng	9/4/2010 14:22
399	english	la grange	usa	80	female	0	naturalistic	english399.mov	eng	9/4/2010 14:27
400	english	shanklin	uk	59	female	0	naturalistic	english400.mov	eng	9/12/2010 21:12
401	english	lucerne	switzerland	26	male	0	naturalistic	english401.mov	eng	9/13/2010 21:04
402	english	canberra	australia	26	female	0	naturalistic	english402.mov	eng	9/13/2010 21:07
403	english	sydney	australia	29	female	0	naturalistic	english403.mov	eng	9/13/2010 21:09
404	english	windsor	australia	29	male	0	naturalistic	english404.mov	eng	9/13/2010 21:11
405	english	geelong	australia	32	female	0	naturalistic	english405.mov	eng	9/19/2010 23:36
406	english	pensacola	usa	24	female	0	naturalistic	english406.mov	eng	9/23/2010 16:30
407	english	windsor	canada	47	male	0	naturalistic	english407.mov	eng	9/23/2010 23:57
408	english	lynwood	usa	64	male	0	naturalistic	english408.mov	eng	9/25/2010 10:55
409	english	maitland	australia	60	female	0	naturalistic	english409.mov	eng	9/26/2010 15:11
410	english	hamilton	new zealand	35	male	0	naturalistic	english410.mov	eng	9/26/2010 15:13
411	english	washington	usa	26	female	0	naturalistic	english411.mov	eng	10/12/2010 16:07
412	english	washington	usa	31	female	0	naturalistic	english412.mov	eng	10/12/2010 16:09
413	english	manchester	uk	20	female	0	naturalistic	english413.mov	eng	10/19/2010 14:58
414	english	woonsocket	usa	30	female	0	naturalistic	english414.mov	eng	10/20/2010 9:52
415	english	woonsocket	usa	32	male	0	naturalistic	english415.mov	eng	10/20/2010 9:53
416	english	sydney	australia	34	male	0	naturalistic	english416.mov	eng	10/24/2010 20:30
417	english	cardiff	uk	20	female	0	naturalistic	english417.mov	eng	10/26/2010 10:47
418	english	arlington	virginia	29	male	0	naturalistic	english418.mov	eng	10/28/2010 22:24
419	english	youngstown	usa	27	male	0	naturalistic	english419.mov	eng	11/4/2010 9:14
420	english	auckland	new zealand	21	male	0	naturalistic	english420.mov	eng	11/23/2012 17:05
421	english	landstuhl	germany	38	male	0	naturalistic	english421.mov	eng	11/13/2010 20:57
422	english	rochester	usa	31	male	0	naturalistic	english422.mov	eng	11/17/2010 18:46
423	english	baltimore	usa	24	female	0	naturalistic	english423.mov	eng	11/23/2010 11:38
424	english	danville	usa	75	male	0	naturalistic	english424.mov	eng	12/29/2010 16:02
425	english	danville	usa	31	male	0	naturalistic	english425.mov	eng	12/31/2010 9:40
426	english	florence	usa	30	female	0	naturalistic	english426.mov	eng	12/29/2010 16:05
427	english	hanover	usa	68	female	0	naturalistic	english427.mov	eng	12/29/2010 16:07
428	english	kingstree	usa	55	female	0	naturalistic	english428.mov	eng	12/29/2010 16:10
429	english	philadelphia	usa	19	female	0	naturalistic	english429.mov	eng	1/14/2011 21:27
430	english	melbourne	australia	23	female	0	naturalistic	english430.mov	eng	1/22/2011 11:14
431	english	green bay	usa	23	female	0	naturalistic	english431.mov	eng	3/3/2011 10:01
432	english	dublin	ireland	22	female	0	naturalistic	english432.mov	eng	3/23/2011 7:52
433	english	gladwin	usa	32	female	0	naturalistic	english433.mov	eng	3/29/2011 16:33
434	english	kansas city	usa	24	male	0	naturalistic	english434.mov	eng	4/29/2011 19:28
435	english	palm springs	usa	20	female	0	naturalistic	english435.mov	eng	5/5/2011 23:37
436	english	freeport	the bahamas	19	female	0	naturalistic	english436.mov	eng	5/10/2011 9:49
437	english	cleveland	usa	21	male	0	naturalistic	english437.mov	eng	5/11/2011 10:52
438	english	houston	usa	20	female	0	naturalistic	english438.mov	eng	7/5/2011 13:52
439	english	richmond	canada	18	female	0	naturalistic	english439.mov	eng	7/6/2011 9:38
440	english	glasgow	uk	22	female	0	naturalistic	english440.mov	eng	7/21/2011 20:21
441	english	oquawka	usa	19	female	0	naturalistic	english441.mov	eng	8/27/2011 10:39
442	english	salisbury mills	usa	23	male	0	naturalistic	english442.mov	eng	9/20/2011 10:20
443	english	fort collins	usa	31	male	0	naturalistic	english443.mov	eng	9/29/2011 21:37
444	english	anniston	usa	24	male	0	naturalistic	english444.mov	eng	9/30/2011 23:44
445	english	san francisco	usa	60	male	0	naturalistic	english445.mov	eng	10/13/2011 11:33
446	english	moorhead	usa	23	female	0	naturalistic	english446.mov	eng	10/15/2011 17:58
447	english	hartford	usa	21	male	0	naturalistic	english447.mov	eng	10/16/2011 23:42
448	english	isle of arran	uk	20	male	0	naturalistic	english448.mov	eng	10/20/2011 21:25
449	english	barton	usa	27	male	0	naturalistic	english449.mov	eng	11/7/2011 11:09
450	english	windsor	uk	26	male	0	naturalistic	english450.mov	eng	11/16/2011 20:30
451	english	hazlehurst	usa	44	male	0	naturalistic	english451.mov	eng	11/26/2011 22:15
452	english	newcastle	australia	24	male	0	naturalistic	english452.mov	eng	11/27/2011 19:57
453	english	chicago	usa	21	female	0	naturalistic	english453.mov	eng	12/3/2011 17:27
454	english	raleigh	usa	19	female	0	naturalistic	english454.mov	eng	12/24/2011 14:36
455	english	washington	usa	29	female	0	naturalistic	english455.mov	eng	12/30/2011 17:28
456	english	lancashire	uk	37	female	0	naturalistic	english456.mov	eng	1/1/2012 14:40
457	english	syracuse	usa	43	male	0	naturalistic	english457.mov	eng	1/5/2012 23:17
458	english	reno	usa	22	female	0	naturalistic	english458.mov	eng	1/28/2012 10:19
459	english	charlotte	usa	19	male	0	naturalistic	english459.mov	eng	2/5/2012 22:48
460	english	rutland	uk	19	female	0	naturalistic	english460.mov	eng	2/18/2012 9:56
461	english	poughkeepsie	usa	44	female	0	naturalistic	english461.mov	eng	2/25/2012 16:20
462	english	paducah	usa	20	male	0	naturalistic	english462.mov	eng	3/2/2012 11:49
463	english	brooklyn	usa	53	female	0	naturalistic	english463.mov	eng	3/14/2012 14:40
464	english	ottawa	canada	27	male	0	naturalistic	english464.mov	eng	4/18/2012 10:30
465	english	aylesbury	uk	20	male	0	naturalistic	english465.mov	eng	4/26/2012 10:02
466	english	portland	usa	18	male	0	naturalistic	english466.mov	eng	4/30/2012 20:14
467	english	pozzuoli	italy	23	male	1	naturalistic	english467.mov	eng	5/2/2012 10:55
468	english	myrtle beach	usa	30	male	0	naturalistic	english468.mov	eng	5/2/2012 14:55
469	english	knoxville	usa	22	male	0	naturalistic	english469.mov	eng	5/6/2012 13:17
470	english	leighton buzzard	uk	21	male	0	naturalistic	english470.mov	eng	5/6/2012 13:20
471	english	calgary	canada	26	female	0	naturalistic	english471.mov	eng	5/14/2012 22:17
472	english	rota	spain	26	male	0	naturalistic	english472.mov	eng	5/30/2012 11:57
473	english	nottingham	uk	20	male	0	naturalistic	english473.mov	eng	5/30/2012 11:59
474	english	rochester	usa	33	female	0	naturalistic	english474.mov	eng	7/6/2012 23:43
475	english	ogden	usa	29	female	0	naturalistic	english475.mov	eng	7/6/2012 23:47
476	english	manchester	usa	64	female	0	naturalistic	english476.mov	eng	7/7/2012 9:27
477	english	san diego	usa	31	female	0	naturalistic	english477.mov	eng	7/10/2012 19:31
478	english	sydney	canada	19	male	0	naturalistic	english478.mov	eng	7/15/2012 22:21
479	english	new york	usa	64	female	0	naturalistic	english479.mov	eng	7/25/2012 21:43
480	english	winston-salem	usa	58	male	0	naturalistic	english480.mov	eng	7/25/2012 21:48
481	english	stringtown	usa	88	female	0	naturalistic	english481.mov	eng	7/30/2012 22:41
482	english	yeadon	usa	74	female	0	naturalistic	english482.mov	eng	7/30/2012 21:44
483	english	boston	usa	19	male	0	naturalistic	english483.mov	eng	8/6/2012 17:37
484	english	dublin	ireland	24	male	0	naturalistic	english484.mov	eng	9/17/2012 13:01
485	english	cromwell	usa	20	male	0	naturalistic	english485.mov	eng	10/2/2012 22:47
486	english	corentyne	guyana	53	female	0	naturalistic	english486.mov	eng	10/25/2012 22:49
487	english	london	uk	22	female	0	naturalistic	english487.mov	eng	11/9/2012 9:00
488	english	irvine	uk	35	female	0	naturalistic	english488.mov	eng	11/16/2012 10:16
489	english	kingston	jamaica	46	female	0	naturalistic	english489.mov	eng	11/16/2012 21:22
490	english	auckland	new zealand	18	male	0	naturalistic	english490.mov	eng	11/23/2012 17:08
491	english	westmoreland	jamaica	79	female	0	naturalistic	english491.mov	eng	11/27/2012 13:16
492	english	omaha	usa	22	female	0	naturalistic	english492.mov	eng	12/9/2012 10:24
493	english	miami	usa	20	male	0	naturalistic	english493.mov	eng	12/30/2012 23:34
494	english	findlay	usa	27.5	male	0	naturalistic	english494.mov	eng	1/7/2013 22:31
495	english	kirkland	usa	21	male	0	naturalistic	english495.mov	eng	1/22/2013 10:50
496	english	london	uk	20	male	0	naturalistic	english496.mov	eng	2/7/2013 8:59
497	english	cleveland	usa	22	male	0	naturalistic	english497.mov	eng	2/15/2013 7:16
498	english	prince george	canada	27	male	0	naturalistic	english498.mov	eng	2/17/2013 9:39
499	english	st. paul	usa	21	female	0	naturalistic	english499.mov	eng	2/17/2013 16:58
500	english	albury	australia	38	male	0	naturalistic	english500.mov	eng	3/26/2013 23:03
501	english	pittsburgh	usa	64	female	0	naturalistic	english501.mov	eng	3/30/2013 15:26
502	english	farmington hills	usa	30	female	0	naturalistic	english502.mov	eng	4/3/2013 21:51
503	english	benin city	nigeria	29	female	0	naturalistic	english503.mov	eng	5/8/2013 13:10
504	english	west palm beach	usa	25	male	0	naturalistic	english504.mov	eng	10/8/2013 21:28
505	english	beirut	lebanon	50	female	0	naturalistic	english505.mov	eng	11/3/2013 8:59
506	english	new orleans	usa	30	female	0	naturalistic	english506.mov	eng	
507	english	accra	ghana	21	male	0	naturalistic	english507.mov	eng	11/3/2013 9:06
508	english	winfield	usa	20	female	0	naturalistic	english508.mov	eng	11/3/2013 9:08
509	english	coudersport	usa	44	female	0	naturalistic	english509.mov	eng	11/3/2013 9:10
510	english	philadelphia	usa	66	female	0	naturalistic	english510.mov	eng	11/4/2013 21:37
511	english	montgomery	usa	31	female	0	naturalistic	english511.mov	eng	11/13/2013 20:57
512	english	salina	usa	54	female	0	naturalistic	english512.mov	eng	11/13/2013 21:00
513	english	bocas del toro	panama	52	female	0	naturalistic	english513.mov	eng	11/20/2013 23:23
514	english	youngstown	usa	57	male	0	naturalistic	english514.mov	eng	12/9/2013 20:59
515	english	youngstown	usa	55	female	0	naturalistic	english515.mov	eng	12/9/2013 21:02
516	english	dripping springs	usa	32	female	0	naturalistic	english516.mov	eng	12/17/2013 21:33
517	english	colorado springs	usa	33	male	0	naturalistic	english517.mov	eng	12/18/2013 9:08
518	english	kells	ireland	24	male	0	naturalistic	english518.mov	eng	1/21/2014 13:54
1	estonian	tallinn	estonia	26	male	7	naturalistic	estonian1.mov	est	
2	estonian	viljandi	estonia	27	male	12	academic	estonian2.mov	est	3/24/2013 20:12
3	estonian	tallinn	estonia	22	male	9	academic	estonian3.mov	est	11/28/2013 10:22
4	estonian	paide	estonia	28	female	9	academic	estonian4.mov	est	12/2/2013 23:55
1	ewe	accra	ghana	25	male	9	academic	ewe1.mov	ewe	6/15/2005 17:09
2	ewe	accra	ghana	37	female	5	academic	ewe2.mov	ewe	9/29/2008 13:41
1	fang	malabo	equatorial guinea	20	female	11	academic	fang1.mov	fak	6/15/2005 17:09
1	fanti	ajumako	ghana	32	male	6	academic	fanti1.mov	aka	6/15/2005 17:09
2	fanti	accra	ghana	24	female	7	academic	fanti2.mov	aka	3/1/2012 11:09
3	fanti	accra	ghana	46	female	5	academic	fanti3.mov	aka	11/29/2013 18:51
1	faroese	torshavn	faroe islands	28	male	11	academic	faroese1.mov	fao	2/4/2011 20:06
1	farsi	tehran	iran	22	male	13	academic	farsi1.mov	pes	6/15/2005 17:09
2	farsi	esfahan	iran	34	female	18	academic	farsi2.mov	pes	6/15/2005 17:09
3	farsi	esfahan	iran	28	female	14	academic	farsi3.mov	pes	6/15/2005 17:09
4	farsi	mazandran	iran	21	female	15	academic	farsi4.mov	pes	6/15/2005 17:09
5	farsi	tehran	iran	43	male	14	academic	farsi5.mov	pes	6/15/2005 17:09
6	farsi	tehran	iran	27	male	9	naturalistic	farsi6.mov	pes	6/15/2005 17:09
7	farsi	tehran	iran	29	male	11	academic	farsi7.mov	pes	6/15/2005 17:09
8	farsi	tehran	iran	29	female	11	academic	farsi8.mov	pes	6/15/2005 17:09
9	farsi	tehran	iran	39	male	12	academic	farsi9.mov	pes	6/15/2005 17:09
10	farsi	tehran	iran	45	female	10	academic	farsi10.mov	pes	9/30/2005 14:32
11	farsi	kabul	afghanistan	32	female	4	naturalistic	farsi11.mov	prs	11/26/2008 22:19
12	farsi	kerman	iran	42	male	11	academic	farsi12.mov	pes	4/13/2009 13:23
13	farsi	ghasreshirin	iran	37	male	12	academic	farsi13.mov	pes	3/24/2011 9:23
14	farsi	bethesda	usa	52	female	6	academic	farsi14.mov	pes	3/24/2013 20:10
15	farsi	tehran	iran	20	male	4	naturalistic	farsi15.mov	pes	3/24/2013 20:11
16	farsi	abadan	iran	54	female	38	naturalistic	farsi16.mov	pes	3/24/2013 20:11
17	farsi	gorgan	iran	27	female	16	academic	farsi17.mov	pes	11/23/2013 14:08
1	fataluku	lautem	timor-leste	39	male	13	academic	fataluku1.mov	ddg	11/10/2008 0:00
1	fijian	savusavu	fiji	35	male	5	naturalistic	fijian1.mov	fij	
2	fijian	suva	fiji	39	female	6	academic	fijian2.mov	fij	
3	fijian	suva	fiji	48	female	6	academic	fijian3.mov	fij	
1	filipino	quezon city	philippines	23	male	4	naturalistic	filipino1.mov	fil	2/4/2011 20:07
2	filipino	pasay	philippines	21	female	3	naturalistic	filipino2.mov	fil	3/31/2013 19:53
1	finnish	lahti	finland	22	female	9	academic	finnish1.mov	fin	6/15/2005 17:09
2	finnish	helsinki	finland	20	male	7	academic	finnish2.mov	fin	6/15/2005 17:09
3	finnish	helsinki	finland	20	female	7	academic	finnish3.mov	fin	5/23/2007 13:03
4	finnish	helsinki	finland	30	female	9	academic	finnish4.mov	fin	
5	finnish	victoria	canada	30	male	5		finnish5.mov	fin	3/9/2011 20:14
6	finnish	riihimaki	finland	19	female	9	academic	finnish6.mov	fin	4/1/2011 13:23
1	french	st. laurent d'onay	france	20	female	12	academic	french1.mov	fra	9/12/2005 9:28
2	french	tunis	tunisia	19	male	14	academic	french2.mov	fra	6/15/2005 17:09
3	french	nice	france	22	female	11	academic	french3.mov	fra	6/15/2005 17:09
4	french	abidjan	ivory coast	31	female	14	academic	french4.mov	fra	6/15/2005 17:09
5	french	douala	cameroon	36	female	11	academic	french5.mov	fra	6/15/2005 17:09
6	french	booue	gabon	26	female	13	academic	french6.mov	fra	6/15/2005 17:09
7	french	rimouski	canada	18	male	5	academic	french7.mov	fra	6/15/2005 17:09
8	french	ghent	belgium	66	male	16	academic	french8.mov	fra	6/15/2005 17:09
9	french	lamentin	martinique	21	male	11	academic	french9.mov	gcf	6/15/2005 17:10
10	french	bordeaux	france	31	male	10	academic	french10.mov	fra	6/13/2006 14:10
11	french	limoges	france	31	male	11	academic	french11.mov	fra	6/13/2006 14:10
12	french	montreal	canada	19	female	9	academic	french12.mov	fra	6/13/2006 14:10
13	french	bordeaux	france	19	male	12	academic	french13.mov	fra	1/24/2007 18:13
14	french	paris	france	23	female	14	academic	french14.mov	fra	1/24/2007 18:13
15	french	sens	france	32	male	12	academic	french15.mov	fra	1/24/2007 18:13
16	french	montreal	canada	19	female	7	academic	french16.mov	fra	5/23/2007 13:03
17	french	fribourg	switzerland	39	male	14	academic	french17.mov	fra	5/23/2007 13:03
18	french	washington	usa	22	male	6	academic	french18.mov	fra	
19	french	grenoble	france	39	male	12	academic	french19.mov	fra	
20	french	alma	canada	23	male	12	academic	french20.mov	fra	10/29/2007 12:23
21	french	amiens	france	20	male	9	academic	french21.mov	fra	11/5/2007 10:45
22	french	ghent	belgium	78	female	16	academic	french22.mov	fra	1/28/2008 10:30
23	french	ghent	belgium	76	female	16	academic	french23.mov	fra	1/28/2008 10:30
24	french	mostaganem	algeria	47	male	13	academic	french24.mov	fra	1/30/2008 10:54
25	french	st. louis fr	france	20	male	12	academic	french25.mov	fra	4/16/2008 10:03
26	french	montreal	canada	27	female	11	naturalistic	french26.mov	fra	8/14/2008 13:11
27	french	algiers	algeria	38	female	12	academic	french27.mov	fra	7/23/2008 10:38
28	french	port-au-prince	haiti	35	female	11	naturalistic	french28.mov	fra	9/15/2008 12:52
29	french	cannes	france	54	female	10	academic	french29.mov	fra	11/16/2008 22:17
30	french	kinshasa	democratic republic of congo	37	male	12	academic	french30.mov	fra	3/19/2009 13:50
31	french	paris	france	28	male	15	academic	french31.mov	fra	2/9/2009 17:13
32	french	kabinda	democratic republic of congo	60	male	16	academic	french32.mov	fra	3/1/2009 10:59
33	french	montreal	canada	62	male	10	academic	french33.mov	fra	5/4/2009 16:17
34	french	abidjan	ivory coast	56	male	16	academic	french34.mov	fra	7/27/2009 12:10
35	french	toulouse	france	27	male	10	academic	french35.mov	fra	3/31/2013 19:55
36	french	reims	france	32	female	10	academic	french36.mov	fra	3/31/2013 19:55
37	french	strasbourg	france	42	male	14	naturalistic	french37.mov	fra	3/31/2013 19:55
38	french	montreal	canada	22	male	8	academic	french38.mov	fra	3/31/2013 19:56
39	french	pezenas	france	28	male	13	academic	french39.mov	fra	3/31/2013 19:56
40	french	rouen	france	44	female	13.5	academic	french40.mov	fra	3/31/2013 19:57
41	french	la massana	andorra	24	male	12	academic	french41.mov	fra	3/31/2013 19:57
42	french	kinshasa	democratic republic of congo	22	female	20	academic	french42.mov	fra	3/31/2013 19:57
43	french	paris	france	22	male	11	academic	french43.mov	fra	3/31/2013 19:58
44	french	la chaux-de-fonds	switzerland	20	female	12	academic	french44.mov	fra	3/31/2013 19:58
45	french	montreal	canada	22	male	8	naturalistic	french45.mov	fra	3/6/2012 22:32
46	french	chatenay malabry	france	22	male	10	academic	french46.mov	fra	5/6/2012 13:23
47	french	landerneau	france	66	female	12	academic	french47.mov	fra	7/16/2012 21:00
48	french	douala	cameroon	19	female	3	naturalistic	french48.mov	fra	11/18/2012 18:24
49	french	paris	france	39	male	12	academic	french49.mov	fra	2/23/2013 21:01
50	french	paris	france	67	female	14	academic	french50.mov	fra	7/4/2013 17:04
51	french	liege	belgium	18	male	5	academic	french51.mov	fra	7/19/2013 21:42
52	french	lisbon	portugal	56	female	11	academic	french52.mov	fra	11/12/2013 0:16
53	french	creteil	france	19	female	10	academic	french53.mov	fra	11/16/2013 23:14
54	french	vichy	france	25	female	8	academic	french54.mov	fra	11/18/2013 21:11
1	frisian	akkrum	netherlands	62	male	13	academic	frisian1.mov	fri	6/15/2005 17:09
1	fulfulde adamawa	hong	nigeria	48	male	8	academic	fulfuldeadamawa1.mov	fub	3/19/2009 13:53
1	ga	accra	ghana	47	male	5	academic	ga1.mov	gaa	12/12/2006 12:29
2	ga	accra	ghana	38	female	4	academic	ga2.mov	gaa	9/29/2008 13:41
3	ga	accra	ghana	60	female	5	academic	ga3.mov	gaa	9/29/2008 13:41
4	ga	accra	ghana	60	male	6	academic	ga4.mov	gaa	2/8/2011 10:00
5	ga	accra	ghana	36	male	5	academic	ga5.mov	gaa	11/2/2013 18:35
1	gan	pingxiang	china	72	male	40	naturalistic	gan1.mov	gan	3/24/2013 20:11
1	ganda	masaka	uganda	52	female	15	academic	ganda1.mov	lug	11/1/2006 11:23
2	ganda	kampala	uganda	34	male	5	academic	ganda2.mov	lug	12/6/2010 15:34
1	garifuna	dangriga	belize	69	female	5	academic	garifuna1.mov	cab	
2	garifuna	tela atlantida	honduras	51	male	23	naturalistic	garifuna2.mov	cab	7/9/2013 0:06
1	gedeo	dilla	ethiopia	51	male	9	academic	gedeo1.mov	drs	2/8/2011 10:01
1	georgian	tbilisi	republic of georgia	30	female	28	academic	georgian1.mov	kat	6/15/2005 17:09
2	georgian	akhmeta	republic of georgia	41	female	36	naturalistic	georgian2.mov	kat	5/2/2007 13:11
3	georgian	tbilisi	republic of georgia	29	male	6	academic	georgian3.mov	kat	8/30/2007 15:07
4	georgian	tbilisi	republic of georgia	28	male	12	academic	georgian4.mov	kat	8/30/2007 15:07
5	georgian	tbilisi	republic of georgia	24	male	21	academic	georgian5.mov	kat	3/19/2009 13:51
1	german	dusseldorf	germany	48	female	12	academic	german1.mov	deu	6/15/2005 17:09
2	german	bemberg	germany	29	female	12	academic	german2.mov	deu	6/15/2005 17:09
3	german	meissen	germany	19	female	12	academic	german3.mov	deu	6/15/2005 17:09
4	german	stuttgart	germany	19	female	11	academic	german4.mov	deu	6/15/2005 17:09
5	german	halle	germany	47	male	12	academic	german5.mov	deu	6/15/2005 17:09
6	german	vienna	austria	28	male	8	academic	german6.mov	deu	6/15/2005 17:09
7	german	berlin	germany	20	male	11	academic	german7.mov	deu	6/13/2006 14:10
8	german	bernburg	germany	25	male	10	academic	german8.mov	deu	9/28/2006 15:04
9	german	wuppertal	germany	22	male	8	academic	german9.mov	deu	1/31/2007 18:03
10	german	darmstadt	germany	24	male	10	academic	german10.mov	deu	3/19/2007 10:45
11	german	frankfurt	germany	20	female	11	academic	german11.mov	deu	3/19/2007 10:45
12	german	feldkirch	austria	29	female	14	academic	german12.mov	deu	3/19/2007 10:45
13	german	eschen	liechtenstein	54	female	13	academic	german13.mov	deu	
14	german	vienna	austria	30	female	10	academic	german14.mov	deu	11/19/2007 14:28
15	german	innsbruck	austria	35	male	11	academic	german15.mov	deu	11/19/2007 14:28
16	german	bremen	germany	31	female	11	academic	german16.mov	deu	
17	german	frankfurt	germany	53	female	10	academic	german17.mov	deu	4/23/2008 11:21
18	german	bad aussee	austria	29	male	6	academic	german18.mov	deu	5/5/2008 10:12
19	german	offenbach	germany	19	female	11	academic	german19.mov	deu	7/23/2008 10:38
20	german	chur	switzerland	41	male	16	academic	german20.mov	deu	3/20/2009 10:36
21	german	villach	austria	20	female	10	academic	german21.mov	deu	3/20/2009 10:36
